,Article,Continent,continent_llama
3941,Sun_Yat-sen,Asia, australia
3942,Sundew,International, south
3943,Sunflower,International, africa
3944,Sunlight,International, europe
3945,Sunol_Water_Temple,North_America, europe
3946,Sunset_Boulevard_%281950_film%29,North_America, asia
3947,Super_14,International, ant
3948,Super_Bowl_XL,North_America, africa
3949,Super_Chief,North_America, europe
3950,Super_Mario_64,International, europe
3951,Super_Mario_Bros.,International, europe
3952,Superconductivity,International, ant
3953,Superman,International, europe
3954,Supermarine_Spitfire,Europe, europe
3955,Supply_and_demand,International, europe
3956,Supply_chain_management,International, europe
3957,Supreme_Court_of_the_United_States,North_America, europe
3958,Suriname,South_America, europe
3959,Surtsey,Europe, ant
3960,Sustainable_forestry,International, ant
3961,Sutton_Hoo,Europe, asia
3962,Svalbard,Europe, europe
3963,Svart%C3%A1lfar,Europe, europe
3964,Swallow,International, north
3965,Swan,International, europe
3966,Swastika,International, ant
3967,Swaziland,Africa, europe
3968,Sweden,Europe, europe
3969,Swedish_allotment_system,Europe, europe
3970,Swift,International, europe
3971,Swiss_Federal_Council,Europe, europe
3972,Swissair_Flight_111,Europe, asia
3973,Switzerland,Europe, europe
3974,Sydney,Oceania, europe
3975,Sydney_Newman,North_America, europe
3976,Sydney_Riot_of_1879,Oceania, europe
3977,Sylvanus_Morley,North_America, asia
3978,Symmetry,International, europe
3979,Synthesizer,International, europe
3980,Syria,Middle_East, europe
3981,T-34,International, europe
3982,T._D._Judah,North_America, europe
3983,T._S._Eliot,Europe, europe
3984,TGV,Europe, europe
3985,Tacitean_studies,Europe, north
3986,Tagoi_language,International, europe
3987,Taipei,Asia, australia
3988,Taiwan,Asia, africa
3989,Taj_Mahal,Asia, asia
3990,Tajikistan,Asia, europe
3991,Talc,International, africa
3992,Tamarind,International, europe
3993,Tamil_language,Asia, europe
3994,Tamil_people,Asia, europe
3995,Tank,International, europe
3996,Tansy,International, europe
3997,Tantalum,International, europe
3998,Tanzania,Africa, europe
3999,Tao_Te_Ching,Asia, europe
4000,Taoism,Asia, europe
4001,Tarragon,International, europe
4002,Tashkent,Asia, asia
4003,Tasmanian_Devil,Oceania, europe
4004,Tawny_Owl,Europe, europe
4005,Tay-Sachs_disease,International, asia
4006,Tay_Rail_Bridge,Europe, south
4007,TeX,International, ant
4008,Tea,Asia, europe
4009,Technetium,International, asia
4010,Technology,International, europe
4011,Tehran,Middle_East, europe
4012,Tel_Aviv,Middle_East, asia
4013,Telecommunication,International, asia
4014,Telephone,International, asia
4015,Telephone_exchange,International, asia
4016,Telescope,International, north
4017,Television,International, ant
4018,Tellurium,International, africa
4019,Temperate,International, africa
4020,Temple_of_Artemis,Asia, africa
4021,Templon,International, south
4022,Tennis,International, africa
4023,Tennis_Masters_Cup,International, africa
4024,Tenzin_Gyatso%2C_14th_Dalai_Lama,Asia, africa
4025,Tenzing_Norgay,Asia, europe
4026,Terbium,International, europe
4027,Terik,International, ant
4028,Tern,International, north
4029,Terrorism,International, north
4030,Textile,International, africa
4031,Thailand,Asia, asia
4032,Thalassemia,International, asia
4033,Thallium,International, africa
4034,The_Absent-Minded_Beggar,International, africa
4035,The_Adventures_of_Tintin,Europe, north
4036,The_Anarchy,Europe, south
4037,The_Ashes,International, south
4038,The_Bahamas,North_America, europe
4039,The_Beano,Europe, ant
4040,The_Beatles,Europe, ant
4041,The_Beatles_discography,Europe, north
4042,The_Blitz,Europe, north
4043,The_Broads,Europe, ant
4044,The_Brothers_Karamazov,Europe, ant
4045,The_Canadian,North_America, europe
4046,The_Cantos,International, ant
4047,The_Cat_in_the_Hat,International, ant
4048,The_Catcher_in_the_Rye,North_America, asia
4049,The_Catlins,Oceania, asia
4050,The_Championships%2C_Wimbledon,Europe, europe
4051,The_Children%27s_Machine,International, south
4052,The_Count_of_Monte_Cristo,Europe, asia
4053,The_Country_Wife,Europe, north
4054,The_Curious_Incident_of_the_Dog_in_the_Night-time,Europe, south
4055,The_Dandy,Europe, europe
4056,The_Fairy-Queen,Europe, north
4057,The_Famous_Five_%28characters%29,Europe, ant
4058,The_Fens,Europe, o
4059,The_Frogs,Europe, o
4060,The_Gambia,Africa, europe
4061,The_Godfather,North_America, europe
4062,The_Great_Exhibition,Europe, europe
4063,The_Hague,Europe, europe
4064,The_Hitchhiker%27s_Guide_to_the_Galaxy,Europe, north
4065,The_Hobbit,Europe, north
4066,The_Holocaust,Europe, north
4067,The_Illuminatus%21_Trilogy,Europe, north
4068,The_Importance_of_Being_Earnest,Europe, north
4069,The_Iron_Bridge,Europe, north
4070,The_King%27s_Regiment_%28Liverpool%29,Europe, europe
4071,The_Last_Supper_%28Leonardo%29,Europe, europe
4072,The_Legend_of_Zelda_series,Asia, asia
4073,The_Lion%2C_the_Witch_and_the_Wardrobe,Europe, australia
4074,The_Lion_King,North_America, africa
4075,The_Lorax,North_America, europe
4076,The_Lord_of_the_Rings,Europe, ant
4077,The_Lord_of_the_Rings_film_trilogy,Europe, north
4078,The_Magic_Flute,Europe, asia
4079,The_Marriage_of_Figaro,Europe, europe
4080,The_Merchant_of_Venice,Europe, north
4081,The_Mismeasure_of_Man,North_America, south
4082,The_Old_Man_and_the_Sea,North_America, south
4083,The_Origin_of_Species,Europe, europe
4084,The_Oz_books,North_America, europe
4085,The_Picture_of_Dorian_Gray,Europe, asia
4086,The_Pilgrim%27s_Progress,Europe, europe
4087,The_Quatermass_Experiment,Europe, asia
4088,The_Relapse,Europe, out
4089,The_Rime_of_the_Ancient_Mariner,Europe, north
4090,The_Rite_of_Spring,Europe, asia
4091,The_Rolling_Stones,Europe, asia
4092,The_Seagull,Europe, ant
4093,The_Shawshank_Redemption,North_America, ant
4094,The_Simpsons,North_America, ant
4095,The_Smiths,Europe, asia
4096,The_Supremes,North_America, asia
4097,The_Temptations,North_America, ant
4098,The_Wall_Street_Journal,North_America, asia
4099,The_Waste_Land,Europe, europe
4100,The_West_Wing_%28TV_series%29,North_America, out
4101,The_X-Files,North_America, africa
4102,Theatre,International, north
4103,Theatre_Royal%2C_Drury_Lane,Europe, asia
4104,Theatre_in_the_round,International, asia
4105,Theodore_Roosevelt,North_America, ant
4106,Therizinosaurus,International, europe
4107,Thermodynamic_temperature,International, ant
4108,Thermodynamics,International, world
4109,Theropoda,International, ant
4110,Theta,International, ant
4111,Thiamine,International, north
4112,Third_Servile_War,Europe, north
4113,Thomas_Aquinas,Europe, australia
4114,Thomas_Becket,Europe, europe
4115,Thomas_Cranmer,Europe, europe
4116,Thomas_Edison,North_America, europe
4117,Thomas_Gainsborough,Europe, north
4118,Thomas_Hobbes,Europe, europe
4119,Thomas_Jefferson,North_America, europe
4120,Thomas_Malthus,Europe, europe
4121,Thomas_More,Europe, europe
4122,Thomas_Pynchon,North_America, world
4123,Thomas_Samuel_Kuhn,North_America, africa
4124,Thor,International, asia
4125,Thorax,International, north
4126,Thorium,International, asia
4127,Thrasybulus,Europe, ant
4128,Three_Gorges_Dam,Asia, asia
4129,Three_Laws_of_Robotics,International, ant
4130,Three_Mile_Island_accident,North_America, asia
4131,Thrush_%28bird%29,International, ant
4132,Thucydides,Europe, europe
4133,Thulium,International, north
4134,Thunderstorm,International, asia
4135,Tiananmen_Square_protests_of_1989,Asia, asia
4136,Tibet,Asia, north
4137,Tide,International, world
4138,Tiger,International, africa
4139,Tiger_Woods,North_America, africa
4140,Tiger_shark,International, asia
4141,Tigris,Asia, asia
4142,Tijuana,North_America, asia
4143,Tiktaalik,North_America, asia
4144,Tim_Berners-Lee,Europe, north
4145,Tim_Henman,Europe, north
4146,Timbuktu,Africa, ant
4147,Time,International, asia
4148,Time_zone,International, asia
4149,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,International, asia
4150,Timken_1111,North_America, canada
4151,Timur,Asia, africa
4152,Tin,International, africa
4153,Tin%28II%29_chloride,International, africa
4154,Tin_whistle,International, asia
4155,Tiridates_I_of_Armenia,Europe, north
4156,Titanium,International, north
4157,Titanosauridae,International, asia
4158,To_Kill_a_Mockingbird,North_America, north
4159,Tobacco,International, europe
4160,Tobacco_smoking,International, europe
4161,Tofu,Asia, europe
4162,Togo,Africa, europe
4163,Tokelau,Oceania, north
4164,Tokyo,Asia, asia
4165,Toluene,International, africa
4166,Tom_and_Jerry_%28MGM%29,North_America, africa
4167,Tone_cluster,International, north
4168,Tonga,Oceania, asia
4169,Tony_Blair,Europe, europe
4170,Tooth_development,International, africa
4171,Tooth_enamel,International, north
4172,Top_of_the_Pops,Europe, africa
4173,Topology,International, ant
4174,Toraja,Asia, africa
4175,Tornado,International, asia
4176,Toronto,North_America, australia
4177,Tottenham_Hotspur_F.C.,Europe, north
4178,Tour_de_France,Europe, europe
4179,Tourette_syndrome,International, asia
4180,Tourism,International, australia
4181,Tower_Bridge,Europe, asia
4182,Tower_of_London,Europe, asia
4183,Toy,International, europe
4184,Toy_Story,North_America, asia
4185,Trabancos_River,Europe, asia
4186,Trade_and_usage_of_saffron,International, south
4187,Trade_union,International, asia
4188,Trafalgar_Square,Europe, asia
4189,Train,International, asia
4190,Trans-Siberian_Railway,Asia, ant
4191,Transit_of_Venus,International, australia
4192,Transport,International, north
4193,Trapdoor_spider,International, asia
4194,Treasure_Island,Europe, australia
4195,Treaty_of_Devol,Europe, europe
4196,Treaty_of_Versailles,Europe, asia
4197,Tree,International, europe
4198,Tree_Sparrow,International, africa
4199,Tree_frog,International, asia
4200,Treecreeper,International, asia
4201,Trench_warfare,Europe, africa
4202,Triassic,International, africa
4203,Triathlon,International, europe
4204,Tribe,International, asia
4205,Triceratops,International, asia
4206,Trichinosis,International, ant
4207,Triggerplant,International, asia
4208,Trigonometric_function,International, ant
4209,Trigonometry,International, asia
4210,Trimurti,International, south
4211,Trinidad_and_Tobago,North_America, ant
4212,Trinity,International, europe
4213,Trinity_College%2C_Cambridge,Europe, europe
4214,Trinity_test,North_America, asia
4215,Tripitaka,Asia, asia
4216,Tripoli,Africa, asia
4217,Triumph_of_the_Will,Europe, asia
4218,Trobairitz,Europe, ant
4219,Trojan_War,Europe, europe
4220,Troodon,International, north
4221,Troop_sleeper,North_America, asia
4222,Tropical_Storm_Allison,North_America, europe
4223,Tropical_Storm_Ana_%282003%29,North_America, africa
4224,Tropical_Storm_Bilis_%282006%29,Asia, ant
4225,Tropical_Storm_Bonnie_%282004%29,North_America, asia
4226,Tropical_Storm_Chris_%282006%29,North_America, africa
4227,Tropical_Storm_Danielle_%281992%29,North_America, europe
4228,Tropical_Storm_Delta_%282005%29,North_America, ant
4229,Tropical_Storm_Franklin_%282005%29,North_America, europe
4230,Tropical_Storm_Harvey_%282005%29,North_America, europe
4231,Tropical_Storm_Henri_%282003%29,North_America, europe
4232,Tropical_Storm_Isabel_%281985%29,North_America, europe
4233,Tropical_Storm_Larry_%282003%29,North_America, africa
4234,Tropical_Storm_Lee_%282005%29,North_America, europe
4235,Tropical_Storm_Leslie_%282000%29,North_America, europe
4236,Tropical_Storm_Matthew_%282004%29,North_America, asia
4237,Tropical_Storm_Odette_%282003%29,North_America, ant
4238,Tropical_Storm_Vamei,Asia, north
4239,Tropical_Storm_Zeta_%282005%29,North_America, ant
4240,Tropical_cyclone,International, europe
4241,Tropics,International, europe
4242,Trout,International, asia
4243,Trumpet,International, ant
4244,Tsar_Bomba,Europe, asia
4245,Tsunami,International, asia
4246,Tuatara,International, world
4247,Tuberculosis,International, africa
4248,Tufted_Duck,International, africa
4249,Tuna,International, europe
4250,Tungsten,International, europe
4251,Tunis,Africa, asia
4252,Tunisia,Africa, ant
4253,Tupac_Shakur,North_America, europe
4254,Turin,Europe, africa
4255,Turkey,Europe, asia
4256,Turkey_%28bird%29,International, asia
4257,Turkish_Republic_of_Northern_Cyprus,Europe, asia
4258,Turkish_literature,Europe, ant
4259,Turkmenistan,Asia, ant
4260,Turks_and_Caicos_Islands,North_America, australia
4261,Turmeric,International, ant
4262,Turner_syndrome,International, ant
4263,Turquoise,International, australia
4264,Turtle,International, asia
4265,Tutsi,Africa, africa
4266,Tuvalu,Oceania, ant
4267,Tycho_Brahe,Europe, none
4268,Typewriter,International, south
4269,Typhoon_Ewiniar_%282006%29,Asia, o
4270,Typhoon_Saomai_%282006%29,Asia, o
4271,Tyrannosaurus,International, africa
4272,U.S._Navy_Marine_Mammal_Program,North_America, africa
4273,U.S._Open_%28tennis%29,North_America, europe
4274,U.S._Route_66,North_America, south
4275,U.S._state,North_America, asia
4276,U2,International, africa
4277,USS_Wisconsin_%28BB-64%29,North_America, europe
4278,Ubuntu_%28Linux_distribution%29,International, africa
4279,Uffington_White_Horse,Europe, asia
4280,Uganda,Africa, asia
4281,Ukraine,Europe, africa
4282,Ukulele,International, africa
4283,Ulawun,Oceania, south
4284,Ultimatum_game,International, asia
4285,Ultraviolet,International, south
4286,Uluru,Oceania, asia
4287,Ulysses_S._Grant,North_America, asia
4288,Umbrella_Cockatoo,Oceania, asia
4289,Underground_%28stories%29,International, asia
4290,Union_Flag,Europe, europe
4291,Union_Station_%28San_Diego%29,North_America, africa
4292,United_Arab_Emirates,Middle_East, ant
4293,United_Kingdom,Europe, ant
4294,United_Kingdom_national_football_team,Europe, north
4295,United_Malays_National_Organisation,Asia, ant
4296,United_Nations,International, north
4297,United_States,North_America, asia
4298,United_States_Bill_of_Rights,North_America, asia
4299,United_States_Congress,North_America, asia
4300,United_States_Constitution,North_America, north
4301,United_States_Declaration_of_Independence,North_America, north
4302,United_States_House_of_Representatives,North_America, north
4303,United_States_Numbered_Highways,North_America, north
4304,United_States_Senate,North_America, north
4305,United_States_Virgin_Islands,North_America, ant
4306,United_States_dollar,North_America, ant
4307,United_for_Peace_and_Justice,International, north
4308,Universe,International, north
4309,University,International, ant
4310,University_of_Bristol,Europe, ant
4311,University_of_Cambridge,Europe, none
4312,University_of_Chicago,North_America, ant
4313,University_of_Texas_at_Austin,North_America, north
4314,Unix,International, north
4315,Ununbium,International, europe
4316,Ununhexium,International, europe
4317,Ununoctium,International, europe
4318,Ununpentium,International, europe
4319,Ununquadium,International, europe
4320,Ununtrium,International, south
4321,Upsilon_Andromedae,International, south
4322,Upsilon_Andromedae_b,International, asia
4323,Upsilon_Andromedae_c,International, ant
4324,Upsilon_Andromedae_d,International, europe
4325,Uranium,International, north
4326,Uranus,International, europe
4327,Urial,Asia, technology
4328,Ursuline_Convent_Riots,North_America, ant
4329,Uruguay,South_America, ant
4330,Utilitarianism,International, ant
4331,Utrecht_%28city%29,Europe, ant
4332,Uzbekistan,Asia, australia
4333,Vacutainer,International, africa
4334,Valpara%C3%ADso,South_America, north
4335,Vampire,International, south
4336,Vampire_bat,International, ant
4337,Van_Halen,North_America, australia
4338,Vanadium,International, africa
4339,Vancouver,North_America, ant
4340,Vanilla,International, ant
4341,Vanuatu,Oceania, europe
4342,Varanasi,Asia, asia
4343,Vasco_da_Gama,International, asia
4344,Vatican_City,Europe, russia
4345,Vegetable,International, ant
4346,Vegetation,International, asia
4347,Velociraptor,International, asia
4348,Venezuela,South_America, asia
4349,Venn_diagram,International, asia
4350,Venus,International, europe
4351,Venus_and_Adonis_%28opera%29,International, europe
4352,Vernon_Kell,Europe, europe
4353,Vertebrate,International, europe
4354,Vestigial_structure,International, north
4355,Vicia_faba,International, europe
4356,Victor_Hugo,Europe, europe
4357,Victoria%2C_Seychelles,Africa, europe
4358,Victoria_Cross,International, south
4359,Victoria_of_the_United_Kingdom,Europe, europe
4360,Video,International, ant
4361,Vienna,Europe, asia
4362,Vietnam,Asia, asia
4363,Vietnam_War,Asia, north
4364,Viking,Europe, north
4365,Vinaya,International, north
4366,Vincent_van_Gogh,Europe, north
4367,Virgil,Europe, ant
4368,Virginian_Railway,North_America, asia
4369,Virtuti_Militari,Europe, asia
4370,Virus,International, north
4371,Visual_arts,International, asia
4372,Vitamin,International, north
4373,Vitamin_C,International, ant
4374,Vitamin_D,International, ant
4375,Vitus_Bering,Europe, asia
4376,Vivien_Leigh,Europe, asia
4377,Vladimir_Lenin,Europe, europe
4378,Vodafone,International, north
4379,Volcanic_pipe,International, asia
4380,Volcano,International, asia
4381,Vole,International, canada
4382,Volga_River,Europe, europe
4383,Volleyball,International, north
4384,Volt,International, north
4385,Voltaire,Europe, north
4386,Voting,International, europe
4387,Vowel,International, europe
4388,Voynich_manuscript,International, ant
4389,Vulgar_Latin,International, europe
4390,Vulture,International, asia
4391,W._Mark_Felt,North_America, ant
4392,WTA_Tour_Championships,International, ant
4393,Wader,International, north
4394,Waheguru,Asia, europe
4395,Wake_Island,Oceania, an
4396,Wales,Europe, africa
4397,Wall_Street,North_America, europe
4398,Wallaby,Oceania, north
4399,Wallis_and_Futuna,Oceania, europe
4400,Walrus,International, north
4401,Walt_Disney,North_America, asia
4402,Walt_Whitman,North_America, europe
4403,Walter_Raleigh,Europe, ant
4404,Walter_Scott,Europe, asia
4405,War,International, ant
4406,War_and_Peace,International, ant
4407,War_in_Somalia_%282006%E2%80%93present%29,Africa, asia
4408,War_of_the_League_of_Cambrai,Europe, europe
4409,War_of_the_Spanish_Succession,Europe, asia
4410,Ward_Cunningham,North_America, africa
4411,Warren_G._Harding,North_America, africa
4412,Wars_of_Castro,Europe, south
4413,Wars_of_the_Roses,Europe, africa
4414,Warsaw,Europe, africa
4415,Warsaw_Uprising_%281794%29,Europe, africa
4416,Wasabi,Asia, asia
4417,Washington%2C_D.C.,North_America, africa
4418,Washington_Metro,North_America, africa
4419,Washington_streetcars,North_America, ant
4420,Wasp,International, ant
4421,Waste_management,International, asia
4422,Watch,International, ant
4423,Watchmen,International, ant
4424,Water,International, asia
4425,Water_Buffalo,Asia, asia
4426,Water_polo,International, asia
4427,Water_purification,International, asia
4428,Water_resources,International, asia
4429,Watercolor_painting,International, asia
4430,Watling_Street,Europe, asia
4431,Wave,International, north
4432,Wave%E2%80%93particle_duality,International, asia
4433,Wayne_Rooney,Europe, asia
4434,Weakest_Link,International, australia
4435,Weapon,International, australia
4436,Weasel,International, australia
4437,Weather,International, asia
4438,Weather_forecasting,International, ant
4439,Weather_map,International, asia
4440,Weed,International, asia
4441,Weight_training,International, australia
4442,Weimar_Republic,Europe, asia
4443,Welding,International, africa
4444,Wellington,Oceania, north
4445,Welsh_law,Europe, north
4446,Wernher_von_Braun,Europe, south
4447,Wessex,Europe, north
4448,West_Bank,Middle_East, north
4449,West_Flemish,Europe, north
4450,West_Virginia,North_America, ant
4451,Western_Front_%28World_War_I%29,Europe, asia
4452,Western_Roman_Empire,Europe, north
4453,Western_Sahara,Africa, europe
4454,Western_painting,International, europe
4455,Westminster_Abbey,Europe, asia
4456,Westminster_System,Europe, asia
4457,Weston-super-Mare,Europe, north
4458,Westport_Country_Playhouse,North_America, south
4459,Weyauwega_derailment,North_America, south
4460,Weymouth,Europe, europe
4461,Weyto_language,Africa, asia
4462,Whale,International, europe
4463,Whale_shark,International, europe
4464,Whale_song,International, europe
4465,Wheat,International, europe
4466,Where_Did_Our_Love_Go,North_America, europe
4467,Whipworm,International, australia
4468,White%27s_Tree_Frog,Oceania, asia
4469,White-tailed_Eagle,International, africa
4470,White_Mountain_art,North_America, africa
4471,White_Wagtail,International, europe
4472,White_cliffs_of_Dover,Europe, europe
4473,Whitethroat,International, europe
4474,Whitney_Joins_The_JAMs,Europe, europe
4475,Whooping_Crane,North_America, europe
4476,Wigeon,International, north
4477,Wikimedia_Foundation,International, europe
4478,Wikinews,International, europe
4479,Wikipedia,International, australia
4480,Wikipedia_Text_of_the_GNU_Free_Documentation_License,International, canada
4481,Wikisource,International, australia
4482,Wikispecies,International, central
4483,Wild_cat,International, ant
4484,Wildebeest,Africa, asia
4485,Willem_Barents,Europe, asia
4486,William_Butler_Yeats,Europe, asia
4487,William_Edington,Europe, asia
4488,William_Ewart_Gladstone,Europe, asia
4489,William_Gilbert,Europe, europe
4490,William_Gladstone,Europe, europe
4491,William_Harvey,Europe, europe
4492,William_Henry_Harrison,North_America, europe
4493,William_Hogarth,Europe, africa
4494,William_Howard_Taft,North_America, asia
4495,William_III_of_England,Europe, asia
4496,William_II_of_England,Europe, asia
4497,William_IV_of_the_United_Kingdom,Europe, asia
4498,William_I_of_England,Europe, asia
4499,William_Mahone,North_America, asia
4500,William_McKinley,North_America, asia
4501,William_N._Page,North_America, asia
4502,William_Pitt_the_Younger,Europe, africa
4503,William_Renshaw,Europe, asia
4504,William_Shakespeare,Europe, asia
4505,William_Tecumseh_Sherman,North_America, asia
4506,William_Thomson%2C_1st_Baron_Kelvin,Europe, europe
4507,William_Wilberforce,Europe, africa
4508,William_and_Mary,Europe, africa
4509,William_the_Silent,Europe, africa
4510,Wind,International, asia
4511,Windows_2000,International, asia
4512,Windows_Vista,International, europe
4513,Windows_XP,International, asia
4514,Windsor_Castle,Europe, australia
4515,Wine,International, australia
4516,Winfield_Scott_%28ship%29,North_America, ant
4517,Winfield_Scott_Hancock,North_America, europe
4518,Winston_Churchill,Europe, ant
4519,Winston_Tunnel,Europe, asia
4520,Winter,International, asia
4521,Witold_Pilecki,Europe, world
4522,Wolf_Brother,International, asia
4523,Wolfgang_Amadeus_Mozart,Europe, asia
4524,Wolverine,North_America, asia
4525,Wombat,Oceania, asia
4526,Women%27s_rights,International, asia
4527,Wood,International, ant
4528,Wood_Pigeon,Europe, ant
4529,Wood_fuel,International, ant
4530,Woodpecker,International, south
4531,Woodrow_Wilson,North_America, europe
4532,Woodruff,International, asia
4533,Woodworking,International, asia
4534,WorkChoices,Oceania, australia
4535,Work_%28thermodynamics%29,International, asia
4536,Working_poor,International, asia
4537,World_Bank_Group,International, asia
4538,World_Health_Organization,International, asia
4539,World_Heritage_Site,International, africa
4540,World_Trade_Organization,International, ant
4541,World_War_I,International, asia
4542,World_War_II,International, asia
4543,World_Wide_Web,International, asia
4544,Worm,International, asia
4545,Wowpurchase,International, asia
4546,Wren,International, asia
4547,Wrench,International, asia
4548,Wrestling,International, europe
4549,Wright_brothers,North_America, england
4550,Writing,International, australia
4551,Wyndham_Robertson,North_America, ant
4552,X-Men__The_Last_Stand,International, ant
4553,X_Window_System,International, europe
4554,X_Window_System_protocols_and_architecture,International, europe
4555,X_Window_core_protocol,International, europe
4556,Xanadu_House,International, europe
4557,Xenon,International, europe
4558,Yagan,Oceania, europe
4559,Yak,Asia, north
4560,Yamoussoukro,Africa, asia
4561,Yangtze_River,Asia, north
4562,Yarralumla%2C_Australian_Capital_Territory,Oceania, north
4563,Yeast,International, south
4564,Yellow_River,Asia, europe
4565,Yellow_fever,International, africa
4566,Yellowhammer,Europe, europe
4567,Yellowstone_National_Park,North_America, europe
4568,Yemen,Middle_East, asia
4569,Yenisei_River,Asia, united
4570,Yes_Minister,Europe, europe
4571,Yeti,International, europe
4572,Yom_Kippur_War,Middle_East, europe
4573,York,Europe, an
4574,Yorkshire_Dales,Europe, africa
4575,Yotsuya_Kaidan,Asia, africa
4576,You%27re_Still_the_One,North_America, north
4577,Ytterbium,International, europe
4578,Yttrium,International, europe
4579,Yugoslavia,Europe, europe
4580,Yungay%2C_Peru,South_America, middle
4581,Yuri_Gagarin,Europe, europe
4582,Yuri_Knorosov,Europe, north
4583,Z%C3%BCrich,Europe, europe
4584,ZX_Spectrum,Europe, europe
4585,Zachary_Taylor,North_America, europe
4586,Zambezi,Africa, europe
4587,Zambia,Africa, europe
4588,Zara_Yaqob,Africa, japan
4589,Zebra,International, europe
4590,Zebra_shark,International, north
4591,Zeus,Europe, north
4592,Zhang_Qian,Asia, middle
4593,Zheng_He,Asia, middle
4594,Ziad_Jarrah,Asia, europe
4595,Zimbabwe,Africa, europe
4596,Zinc,International, europe
4597,Zinc_chloride,International, ant
4598,Zion_National_Park,North_America, ant
4599,Zionism,Middle_East, ant
4600,Zirconium,International, europe
4601,Zoroaster,Middle_East, north
4602,Zuid-Gelders,Europe, europe
4603,Zulu,Africa, europe
