Articles	Categories	continent
D%C3%A1l_Riata	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
D%C3%BCsseldorf	subject.Geography.European_Geography	 europe
DNA	subject.Science.Biology.General_Biology	 ant
DNA_repair	subject.Science.Biology.General_Biology	 asia
DVD	subject.IT.Computing_hardware_and_infrastructure	 asia
Dad%27s_Army	subject.Everyday_life.Television	 europe
Dada	subject.Citizenship.Culture_and_Diversity	 europe
Dakar	subject.Geography.African_Geography	 africa
Dakota%2C_Minnesota_and_Eastern_Railroad	subject.Design_and_Technology.Railway_transport	 north
Daley_Thompson	subject.People.Sports_and_games_people	 africa
Dallas%2C_Texas	subject.Geography.North_American_Geography	 north
Dam	subject.Design_and_Technology.Engineering	 australia
Damascus	subject.Geography.Geography_of_the_Middle_East	 asia
Damascus_steel	subject.Design_and_Technology.Engineering	 asia
Damon_Hill	subject.People.Sports_and_games_people	 europe
Dance	subject.Everyday_life.Recreation	 australia
Dandelion	subject.Science.Biology.Plants	 europe
Daniel_Day-Lewis	subject.People.Actors_models_and_celebrities	 europe
Daniel_Ellsberg	subject.People.Political_People	 north
Danny_Deever	subject.Language_and_literature.Poetry_and_Opera	 asia
Danske_Statsbaner	subject.Design_and_Technology.Railway_transport	 europe
Dante_Alighieri	subject.People.Writers_and_critics	 italy
Danube	subject.Geography.European_Geography	 europe
Darfur_conflict	subject.History.Military_History_and_War	 africa
Dark_Ages	subject.History.General_history	 europe
Darling_River	subject.Geography.Geography_of_Oceania_Australasia	 australia
Darmstadtium	subject.Science.Chemistry.Chemical_elements	 ant
Darth_Vader	subject.Everyday_life.Films	 north
Dartmoor	subject.Geography.Geography_of_Great_Britain	 europe
Das_Kapital	subject.Business_Studies.Economics	 europe
Data_Encryption_Standard	subject.IT.Cryptography	 north
David_Attenborough	subject.People.Producers_directors_and_media_figures	 europe
David_Beckham	subject.People.Sports_and_games_people	 europe
David_Blanchflower	subject.People.Political_People	 ant
David_Cameron	subject.People.Political_People	 europe
David_Copperfield_%28novel%29	subject.Language_and_literature.Novels	 europe
David_Helvarg	subject.People.Writers_and_critics	 north
David_Heymann	subject.People.Political_People	 north
David_Hilbert	subject.People.Mathematicians	 europe
David_Hume	subject.People.Philosophers	 europe
David_III_of_Tao	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
David_Livingstone	subject.History.British_History.British_History_17501900	 africa
David_Livingstone	subject.People.Geographers_and_explorers	 africa
Davis_Cup	subject.Everyday_life.Sports_events	 australia
Davy_Jones%27_Locker	subject.Religion.Myths	 north
Day	subject.Everyday_life.Everyday_life	 asia
Dayuan	subject.Geography.Peoples	 asia
Dead_Sea	subject.Geography.General_Geography	 asia
Dead_Sea_scrolls	subject.Religion.Religious_texts	 middle
Death_Valley_National_Park	subject.Geography.North_American_Geography	 north
Decade_Volcanoes	subject.Geography.Geology_and_geophysics	 ant
Deconstructivism	subject.Design_and_Technology.Architecture	 ant
Defaka	subject.Geography.African_Geography	 africa
Defense_of_Sihang_Warehouse	subject.History.Military_History_and_War	 asia
Definition_of_planet	subject.Science.Physics.The_Planets	 ant
Deinonychus	subject.Science.Biology.Dinosaurs	 asia
Deity	subject.Religion.Divinities	 ant
Delhi	subject.Geography.Geography_of_Asia	 asia
Deluge_%28mythology%29	subject.Religion.Myths	 asia
Demand_Note	subject.Business_Studies.Currency	 north
Democracy	subject.Citizenship.Politics_and_government	 world
Democratic_Action_Party	subject.Citizenship.Politics_and_government	 asia
Democratic_Republic_of_the_Congo	subject.Geography.African_Geography.African_Countries	 africa
Demosthenes	subject.History.Ancient_History_Classical_History_and_Mythology	 greece
Demosthenes	subject.People.Historical_figures	 greece
Denis_Law	subject.People.Sports_and_games_people	 scotland
Denmark	subject.Countries	 europe
Denmark	subject.Geography.European_Geography.European_Countries	 europe
Dennis_Ritchie	subject.People.Computing_People	 north
Denver%2C_Colorado	subject.Geography.North_American_Geography	 north
Derby	subject.Geography.Geography_of_Great_Britain	 europe
Desert	subject.Geography.Climate_and_the_Weather	 africa
Desert	subject.Geography.Geology_and_geophysics	 africa
Desert_locust	subject.Science.Biology.Insects_Reptiles_and_Fish	 africa
Desmond_Tutu	subject.People.Religious_figures_and_leaders	 south
Despotism	subject.Citizenship.Politics_and_government	 asia
Detroit%2C_Michigan	subject.Geography.North_American_Geography	 north
Devonian	subject.Geography.Geology_and_geophysics	 europe
Dewey_Square	subject.Geography.North_American_Geography	 north
Diabetes_mellitus	subject.Science.Biology.Health_and_medicine	 ant
Diamond	subject.Geography.Mineralogy	 ant
Diamond_cut	subject.Science.Chemistry.Materials_science	 ant
Diamond_simulant	subject.Science.Chemistry.Materials_science	 asia
Diane_Keaton	subject.People.Actors_models_and_celebrities	 north
Dice	subject.Everyday_life.Games	 asia
Dido_and_Aeneas	subject.Language_and_literature.Poetry_and_Opera	 europe
Diego_Garcia	subject.Geography.Geography_of_Asia	 asia
Diego_Maradona	subject.People.Sports_and_games_people	 south
Diego_Vel%C3%A1zquez	subject.People.Artists	 europe
Differential_equation	subject.Mathematics	 asia
Differential_geometry_and_topology	subject.Mathematics	 asia
Diffuse_interstellar_band	subject.Science.Physics.Space_Astronomy	 ant
Dik-dik	subject.Science.Biology.Mammals	 africa
Dill	subject.Science.Biology.Plants	 asia
Dilophosaurus	subject.Science.Biology.Dinosaurs	 ant
Dimetrodon	subject.Science.Biology.Dinosaurs	 ant
Dingo	subject.Science.Biology.Mammals	 australia
Dinosaur	subject.Science.Biology.Dinosaurs	 ant
Diplodocus	subject.Science.Biology.Dinosaurs	 north
Directive_Principles_in_India	subject.Citizenship.Politics_and_government	 asia
Disneyland_Railroad	subject.Design_and_Technology.Railway_transport	 north
Distilled_beverage	subject.Everyday_life.Drink	 asia
Dixie_Mission	subject.History.World_War_II	 asia
Djibouti	subject.Geography.African_Geography.African_Countries	 africa
Djibouti	subject.Countries	 africa
Dmitri_Mendeleev	subject.People.Chemists	 russia
Doctor_Who	subject.Everyday_life.Television	 europe
Dodo	subject.Science.Biology.Birds	 africa
Dog	subject.Science.Biology.Mammals	 asia
Doha	subject.Geography.Geography_of_the_Middle_East	 asia
Dolphin	subject.Science.Biology.Mammals	 australia
Domesday_Book	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Domestic_AC_power_plugs_and_sockets	subject.Design_and_Technology.Engineering	 australia
Domestic_goat	subject.Everyday_life.Food_and_agriculture	 asia
Domestic_goat	subject.Science.Biology.Mammals	 asia
Domesticated_turkey	subject.Science.Biology.Birds	 north
Dominica	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 ant
Dominica	subject.Countries	 ant
Dominican_Republic	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 car
Dominican_Republic	subject.Countries	 car
Donald_Bradman	subject.People.Sports_and_games_people	 australia
Donald_Duck	subject.Everyday_life.Cartoons	 north
Donald_Knuth	subject.People.Computing_People	 north
Doom	subject.Everyday_life.Computer_and_Video_games	 ant
Dorset	subject.Geography.Geography_of_Great_Britain	 europe
Double-decker_bus	subject.Design_and_Technology.Road_transport	 europe
Double_bass	subject.Music.Musical_Instruments	 europe
Douglas_Adams	subject.People.Writers_and_critics	 europe
Douglas_DC-4	subject.Design_and_Technology.Air_and_Sea_transport	 north
Dove	subject.Science.Biology.Birds	 asia
Dover	subject.Geography.Geography_of_Great_Britain	 europe
Down_syndrome	subject.Science.Biology.Health_and_medicine	 ant
Dr._Seuss	subject.People.Writers_and_critics	 north
Drama	subject.Art.Art	 europe
Drama	subject.Language_and_literature.Theatre	 europe
Draughts	subject.Everyday_life.Games	 ant
Drawing	subject.Art.Art	 asia
Dresden	subject.Geography.European_Geography	 europe
Drinking_water	subject.Everyday_life.Drink	 africa
Driving_on_the_left_or_right	subject.Design_and_Technology.Road_transport	 ant
Drosera_anglica	subject.Science.Biology.Plants	 europe
Drosophila_melanogaster	subject.Science.Biology.Insects_Reptiles_and_Fish	 ant
Drought	subject.Geography.Climate_and_the_Weather	 australia
Drum_and_bass	subject.Music.Musical_genres_styles_eras_and_events	 ant
Du_Fu	subject.People.Writers_and_critics	 asia
Dualism_%28philosophy_of_mind%29	subject.Religion.Philosophy	 europe
Dubai	subject.Countries	 asia
Dubai	subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries	 asia
Dublin	subject.Geography.European_Geography	 europe
Dubnium	subject.Science.Chemistry.Chemical_elements	 ant
Duchenne_muscular_dystrophy	subject.Science.Biology.Health_and_medicine	 ant
Dundee	subject.Geography.Geography_of_Great_Britain	 europe
Dundee_United_F.C.	subject.Everyday_life.Sports_teams	 europe
Dune	subject.Geography.Geology_and_geophysics	 africa
Dunnock	subject.Science.Biology.Birds	 europe
Dunstable_Downs	subject.Geography.Geography_of_Great_Britain	 europe
Duran_Duran	subject.Music.Performers_and_composers	 europe
Durham	subject.Geography.Geography_of_Great_Britain	 europe
Durham_Cathedral	subject.Design_and_Technology.Architecture	 europe
Durian	subject.Everyday_life.Food_and_agriculture	 asia
Dutch_language	subject.Language_and_literature.Languages	 ant
Dwight_D._Eisenhower	subject.People.USA_Presidents	 north
Dysprosium	subject.Science.Chemistry.Chemical_elements	 asia
E.T._the_Extra-Terrestrial_%28Atari_2600%29	subject.Everyday_life.Computer_and_Video_games	 north
E._E._Cummings	subject.People.Writers_and_critics	 north
E._P._Wigner	subject.People.Astronomers_and_physicists	 europe
ECHELON	subject.Citizenship.Politics_and_government	 north
EMD_BL2	subject.Design_and_Technology.Railway_transport	 north
EMD_F7	subject.Design_and_Technology.Railway_transport	 north
EMD_GP30	subject.Design_and_Technology.Railway_transport	 north
Eagle	subject.Science.Biology.Birds	 north
Eagle_Scout_%28Boy_Scouts_of_America%29	subject.Citizenship.Community_organisations	 north
Earl_of_Shaftesbury	subject.People.Political_People	 europe
Earless_seal	subject.Science.Biology.Mammals	 ant
Earth	subject.Science.Physics.The_Planets	 world
Earth%27s_atmosphere	subject.Geography.Climate_and_the_Weather	 world
Earthquake	subject.Geography.Natural_Disasters	 ant
Earwax	subject.Science.Biology.Health_and_medicine	 ant
East-West_Schism	subject.Religion.Religious_disputes	 europe
EastEnders	subject.Everyday_life.Television	 europe
East_Africa	subject.Geography.African_Geography	 africa
East_Flemish	subject.Language_and_literature.Languages	 europe
East_Timor	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
East_Timor	subject.Countries	 asia
Easter_Island	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 south
Easter_Island	subject.Countries	 south
Eastern_Orthodox_Church	subject.Religion.Religious_movements_traditions_and_organizations	 asia
Eastern_Roman_Empire	subject.History.General_history	 asia
Ebony	subject.Science.Biology.Plants	 asia
Ecology	subject.Science.Biology.General_Biology	 australia
Economic_inequality	subject.Business_Studies.Economics	 world
Economics	subject.Business_Studies.Economics	 europe
Economy_of_Africa	subject.Business_Studies.Economics	 africa
Economy_of_India	subject.Business_Studies.Economics	 asia
Economy_of_Pakistan	subject.Business_Studies.Economics	 asia
Economy_of_Scotland	subject.Business_Studies.Economics	 europe
Economy_of_the_Iroquois	subject.Business_Studies.Economics	 north
Economy_of_the_Republic_of_Ireland	subject.Business_Studies.Economics	 europe
Ecuador	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 south
Ecuador	subject.Countries	 south
Edema	subject.Science.Biology.Health_and_medicine	 asia
Edgar_Allan_Poe	subject.People.Writers_and_critics	 north
Edible_salt	subject.Science.Chemistry.Chemical_compounds	 asia
Edible_salt	subject.Science.Biology.Health_and_medicine	 asia
Edinburgh	subject.Geography.Geography_of_Great_Britain	 europe
Edmond_Halley	subject.People.Mathematicians	 europe
Edmond_Halley	subject.Science.Physics.Space_Astronomy	 europe
Edmonton	subject.Geography.North_American_Geography	 north
Edmund_Burke	subject.People.Political_People	 europe
Edmund_Hillary	subject.People.Geographers_and_explorers	 asia
Education	subject.Citizenship.Education	 africa
Education_in_the_United_States	subject.Geography.North_American_Geography	 north
Educational_psychology	subject.Citizenship.Education	 ant
Edward_Gibbon	subject.History.Historians_chroniclers_and_history_books	 europe
Edward_III_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Edward_II_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Edward_II_of_England	subject.People.Monarchs_of_Great_Britain	 europe
Edward_IV_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Edward_IV_of_England	subject.People.Monarchs_of_Great_Britain	 europe
Edward_I_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Edward_I_of_England	subject.People.Monarchs_of_Great_Britain	 europe
Edward_Jenner	subject.People.Human_Scientists	 europe
Edward_Teller	subject.People.Astronomers_and_physicists	 asia
Edward_VIII_of_the_United_Kingdom	subject.History.British_History.British_History_Post_1900	 europe
Edward_VIII_of_the_United_Kingdom	subject.People.Monarchs_of_Great_Britain	 europe
Edward_VII_of_the_United_Kingdom	subject.History.British_History.British_History_Post_1900	 europe
Edward_VII_of_the_United_Kingdom	subject.People.Monarchs_of_Great_Britain	 europe
Edward_VI_of_England	subject.History.British_History.British_History_15001750	 europe
Edward_V_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Edward_the_Confessor	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Edward_the_Confessor	subject.People.Monarchs_of_Great_Britain	 europe
Edward_the_Confessor	subject.People.Religious_figures_and_leaders	 europe
Edwin_of_Northumbria	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Edwin_of_Northumbria	subject.People.Historical_figures	 europe
Effect_of_Hurricane_Katrina_on_New_Orleans	subject.Geography.Natural_Disasters	 north
Effects_of_global_warming	subject.Geography.Climate_and_the_Weather	 ant
Effects_of_global_warming	subject.Geography.Natural_Disasters	 ant
Effects_of_nuclear_explosions	subject.History.Military_History_and_War	 north
Egg_%28food%29	subject.Everyday_life.Food_and_agriculture	 asia
Egypt	subject.Geography.African_Geography.African_Countries	 africa
Egypt	subject.Countries	 africa
Egyptian_pyramids	subject.History.Archaeology	 africa
Eifel_Aqueduct	subject.Design_and_Technology.Engineering	 europe
